fighter,total_fights,wins,losses,win_rate,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,ko_rate,sub_rate,dec_rate,finish_rate,current_streak,best_win_streak,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,height,reach,age,stance,wc_ranked,current_rank
Modestas Bukauskas,12,7,5,0.5833333333333334,3,1,3,4,0,1,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,1,4,3.24,0.42,4.05,0.5,0.26,0.66,0.79,0.1,75.0,76.0,32.0,2.0,,99.0
Nikita Krylov,21,12,9,0.5714285714285714,5,5,2,3,4,2,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.8333333333333334,-1,5,4.36,0.54,2.59,0.47,2.05,0.37,0.53,1.2,75.0,77.0,33.9,0.0,Light Heavyweight,13.0
Alex Perez,14,8,6,0.5714285714285714,4,2,2,2,3,1,0.5,0.25,0.25,0.75,3,3,4.41,0.46,3.2,0.59,2.21,0.48,0.75,0.7,66.0,65.0,33.9,0.0,Flyweight,11.0
Charles Johnson,13,7,6,0.5384615384615384,3,0,4,1,0,5,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,-1,4,4.68,0.49,3.94,0.56,0.55,0.2,0.66,0.4,69.0,70.0,35.1,2.0,Flyweight,13.0
Denzel Freeman,2,1,1,0.5,0,0,1,1,0,0,0.0,0.0,1.0,0.0,1,1,2.45,0.56,3.4,0.5,0.0,0.0,0.5,0.0,73.0,77.0,34.3,1.0,,99.0
Josh Hokit,2,2,0,1.0,2,0,0,0,0,0,1.0,0.0,0.0,1.0,2,2,6.07,0.66,0.83,0.66,8.74,0.46,1.0,0.0,73.0,73.0,28.3,0.0,,99.0
Adam Fugitt,6,2,4,0.3333333333333333,1,0,1,3,1,0,0.5,0.0,0.5,0.5,-1,1,4.88,0.46,5.33,0.51,1.63,0.22,0.5,0.0,73.0,77.0,37.1,1.0,,99.0
Ty Miller,1,1,0,1.0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,1,1,7.16,0.38,4.65,0.64,0.0,0.0,0.75,0.0,74.0,77.0,25.7,0.0,,99.0
Brandon Royval,12,7,5,0.5833333333333334,1,3,3,2,1,2,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,2,3,5.54,0.41,4.25,0.43,0.65,0.75,0.45,1.1,69.0,68.0,33.5,1.0,Flyweight,4.0
Manel Kape,10,7,3,0.7,5,0,2,0,0,3,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,-2,4,5.04,0.56,4.08,0.57,0.4,0.3,0.81,0.3,65.0,68.0,32.3,1.0,Flyweight,2.0
Giga Chikadze,12,8,4,0.6666666666666666,3,0,5,1,0,3,0.375,0.0,0.625,0.375,7,7,3.75,0.42,3.47,0.59,0.18,0.33,0.65,0.2,72.0,74.0,37.5,0.0,,99.0
Kevin Vallejos,3,3,0,1.0,2,0,1,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3,3,5.78,0.46,4.71,0.56,0.71,0.28,0.83,0.0,67.0,68.0,24.2,2.0,Featherweight,13.0
Cesar Almeida,5,3,2,0.6,2,0,1,0,0,2,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1,2,3.46,0.58,2.03,0.46,0.0,0.0,0.52,0.2,73.0,74.0,37.9,0.0,,99.0
Cezary Oleksiejczuk,1,1,0,1.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1,1,1.99,0.86,0.77,0.47,5.77,0.85,1.0,0.0,75.0,75.0,26.1,1.0,,99.0
Morgan Charriere,6,3,3,0.5,3,0,0,1,0,2,1.0,0.0,0.0,1.0,1,1,4.02,0.5,4.51,0.53,2.06,0.46,0.83,0.3,68.0,69.0,30.3,0.0,,99.0
Melquizael Costa,8,6,2,0.75,1,2,3,1,1,0,0.16666666666666666,0.3333333333333333,0.5,0.5,-1,5,4.42,0.49,3.06,0.54,1.93,0.38,0.58,1.2,70.0,71.0,29.4,1.0,,99.0
Kennedy Nzechukwu,15,9,6,0.6,6,1,2,2,2,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.7777777777777778,-1,3,4.96,0.46,4.58,0.51,0.5,0.45,0.8,0.2,77.0,83.0,33.7,1.0,,99.0
Marcus Buchecha,2,0,2,0.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-2,0,1.7,0.49,2.17,0.51,2.0,0.16,0.0,0.0,74.0,77.0,36.1,0.0,,99.0
King Green,28,15,13,0.5357142857142857,3,2,9,5,1,7,0.2,0.13333333333333333,0.6,0.3333333333333333,4,4,6.3,0.52,3.64,0.62,1.21,0.4,0.72,0.3,70.0,71.0,39.4,0.0,,99.0
Lance Gibson Jr.,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.0,0.41,4.33,0.53,2.0,0.66,0.5,0.0,69.0,72.0,31.0,-1.0,,99.0
Yaroslav Amosov,1,1,0,1.0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,1,1,2.78,0.47,1.55,0.54,4.64,0.5,0.0,4.6,72.0,75.0,32.4,0.0,,99.0
Neil Magny,37,24,13,0.6486486486486487,7,3,14,4,6,3,0.2916666666666667,0.125,0.5833333333333334,0.4166666666666667,1,7,3.4,0.46,2.44,0.51,2.17,0.39,0.55,0.3,75.0,80.0,38.5,0.0,,99.0
Joanderson Brito,9,6,3,0.6666666666666666,3,2,1,0,0,3,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,-1,5,2.43,0.51,2.32,0.44,3.38,0.67,0.47,1.1,68.0,72.0,31.0,0.0,,99.0
Isaac Thomson,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,1.4,0.44,2.2,0.42,4.0,0.8,0.33,0.0,70.0,69.0,23.8,-1.0,,99.0
Steven Asplund,1,1,0,1.0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,1,1,19.93,0.58,7.49,0.57,0.0,0.0,1.0,0.0,77.0,78.0,27.6,0.0,,99.0
Sean Sharaf,2,0,2,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,-2,0,7.41,0.43,15.0,0.42,0.93,0.11,0.0,0.0,75.0,77.0,32.6,0.0,,99.0
Luana Santos,6,5,1,0.8333333333333334,1,2,2,0,0,1,0.2,0.4,0.4,0.6,3,3,2.99,0.52,2.93,0.63,2.17,0.47,0.85,1.2,66.0,67.0,25.8,0.0,Women's Bantamweight,15.0
Melissa Croden,2,1,1,0.5,1,0,0,0,0,1,1.0,0.0,0.0,1.0,1,1,4.1,0.48,1.83,0.53,1.02,0.5,0.66,0.0,69.0,68.0,34.9,0.0,,99.0
Guilherme Pat,1,1,0,1.0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1,1,4.27,0.64,2.2,0.61,0.0,0.0,0.0,0.0,78.0,81.0,31.8,0.0,,99.0
Allen Frye Jr.,1,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-1,0,2.2,0.38,4.27,0.36,0.0,0.0,0.0,0.0,77.0,80.0,27.8,0.0,,99.0
Tereza Bleda,3,1,2,0.3333333333333333,0,0,1,2,0,0,0.0,0.0,1.0,0.0,-1,1,2.92,0.51,2.14,0.43,1.72,0.22,0.83,0.7,69.0,71.0,24.2,0.0,,99.0
Jamey-Lyn Horth,6,4,2,0.6666666666666666,1,0,3,0,0,2,0.25,0.0,0.75,0.25,1,2,3.63,0.55,2.5,0.63,1.17,0.42,0.79,0.2,67.0,66.0,35.9,0.0,,99.0
Petr Yan,16,12,4,0.75,4,0,8,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,7,7,5.16,0.54,4.24,0.59,1.7,0.49,0.86,0.1,67.0,67.0,33.0,2.0,Bantamweight,0.0
Petr Yan,16,12,4,0.75,4,0,8,0,0,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,7,7,5.16,0.54,4.24,0.59,1.7,0.49,0.86,0.1,67.0,67.0,33.0,2.0,Men's Pound-for-Pound,6.0
Merab Dvalishvili,17,14,3,0.8235294117647058,1,1,12,0,1,2,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.14285714285714285,-2,14,4.42,0.41,2.8,0.54,5.97,0.35,0.76,0.3,66.0,68.0,35.1,0.0,Bantamweight,1.0
Merab Dvalishvili,17,14,3,0.8235294117647058,1,1,12,0,1,2,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.14285714285714285,-2,14,4.42,0.41,2.8,0.54,5.97,0.35,0.76,0.3,66.0,68.0,35.1,0.0,Men's Pound-for-Pound,7.0
Joshua Van,10,9,1,0.9,3,0,6,1,0,0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3,6,8.84,0.56,6.39,0.57,0.84,0.63,0.81,0.0,65.0,65.0,24.4,0.0,Flyweight,0.0
Joshua Van,10,9,1,0.9,3,0,6,1,0,0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3,6,8.84,0.56,6.39,0.57,0.84,0.63,0.81,0.0,65.0,65.0,24.4,0.0,Men's Pound-for-Pound,12.0
Alexandre Pantoja,18,14,4,0.7777777777777778,2,6,6,1,0,3,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,2,8,4.38,0.5,3.88,0.49,2.79,0.47,0.69,1.0,65.0,67.0,35.8,0.0,Flyweight,1.0
